time,seconds_elapsed,z,y,x
1782835548786317600,0.106317626953125,0.5455559069544077,0.5616283592246473,-1.3398730781130492
1782835548796248600,0.11624853515625,0.914602569836378,0.7143783959165215,-1.3305129829630256
1782835548806178800,0.1261787109375,1.080868067792058,0.8193819081798195,-1.3939505591288208
1782835548816108800,0.13610888671875,1.0428472569555043,0.8511893974594771,-1.3899340169638394
1782835548826039800,0.146039794921875,0.4438701409369707,0.676861150687933,-1.2356620314016937
1782835548835969800,0.1559697265625,-0.24573884764313697,0.4950014854982495,-1.312385790120065
1782835548845900500,0.165900634765625,-0.2438946810811758,0.4946225691832602,-1.3712344310604034
1782835548855830500,0.17583056640625,0.5435311231285334,0.4456242911279201,-1.2727744952216744
1782835548865761500,0.185761474609375,0.5784609822124243,0.7443582313776016,-2.037743406821042
1782835548875691500,0.19569140625,0.13518471551537514,1.6170277853697537,-1.5548472235277295
1782835548885622500,0.20562255859375,0.5455664283484221,1.8735272426106035,-0.7494060162864625
1782835548895552500,0.215552490234375,0.358743295532465,1.6500601402692496,-0.6355711819875985
1782835548905482500,0.225482421875,-0.0787929662078619,0.9857944133907556,-1.4663981018327175
1782835548915413500,0.23541357421875,-0.18859598770737646,-0.00032791678011417387,-1.7421705609507858
1782835548925343500,0.245343505859375,-0.8530793028593063,-0.14485226917937397,-1.9053809091195464
1782835548935274200,0.255274169921875,-1.047614617487788,0.36400866871476173,-1.9223545480132103
1782835548945204500,0.26520458984375,-0.6273521466314792,0.858267373021692,-1.5648377255357802
1782835548955135200,0.27513525390625,-0.4269540774494409,1.0699730181597173,-1.525099443256855
1782835548965065500,0.2850654296875,-0.3196767750352621,0.8499377899631857,-1.2043350191153586
1782835548974995500,0.294995361328125,-0.48967152264714237,0.4713659044973552,-0.5470526483181863
1782835548984926500,0.304926513671875,-0.8763438585907221,0.3794377085149288,0.46622160041145977
1782835548994856400,0.3148564453125,-0.8426648763507604,0.19241408469080923,1.1877369355358183
1782835549004787500,0.324787353515625,-0.7865998747795819,-0.12048837390393018,0.8349670883897692
1782835549014717400,0.334717529296875,-0.6945832698613404,-0.39850992712303995,0.06540156971514224
1782835549024648400,0.3446484375,-0.9067699765145778,-0.3974364526726305,-0.5325472261689603
1782835549034578700,0.35457861328125,-0.9931558820694685,-0.04860781743302941,-0.6406492159042507
1782835549044508400,0.36450830078125,-0.660340808519721,0.3126101976498961,-0.43630861964151263
1782835549054439400,0.374439453125,-0.5208645332902669,0.4654718780227005,-0.44678975471071897
1782835549064369400,0.384369384765625,-0.22902269064188002,0.4034231258668005,-0.5160058412127196
1782835549074300400,0.394300537109375,0.04872983637750149,0.22425269976109266,-0.5271255664464086
1782835549084230400,0.40423046875,-0.0031038112342357633,0.3259551246523857,-0.22005159480944275
1782835549094161400,0.414161376953125,0.2091080298602581,0.3650697220750153,0.2500291652482003
1782835549104091400,0.42409130859375,-0.004206219518184662,0.33387364269196984,0.44720666494853795
1782835549114021600,0.434021728515625,-0.9927063847362995,0.4014884314771741,0.699200481333211
1782835549123952400,0.443952392578125,-0.39404783314764497,0.19852716074362395,0.426701783188805
1782835549133882600,0.453882568359375,0.001287117201089859,-0.2883620377086103,0.019456907076761124
1782835549143813400,0.4638134765625,-0.2610270176678896,-0.47868426468670366,0.2558321524385363
1782835549153743600,0.47374365234375,-0.08078326324224472,-0.4442814982168376,0.4447629981234669
1782835549163674400,0.48367431640625,-0.069590838098526,-0.2979944469939917,0.6011653467778116
1782835549173604600,0.4936044921875,-0.34084114361703394,-0.16859554833844304,0.6171775202281773
1782835549183534300,0.503534423828125,-0.5245101963162422,-0.29857465803474187,0.30754319658391177
1782835549193465300,0.51346533203125,-0.35567104848027226,-0.4614615464027971,-0.15443506716936825
