time,seconds_elapsed,z,y,x
1782832154082302200,0.09030224609375,0.819706380367279,-0.11261101067066193,0.26234734058380127
1782832154092231400,0.1002314453125,0.7416179180145264,-0.11798812448978424,0.2792545557022095
1782832154102159600,0.11015966796875,0.6768143773078918,-0.10836798697710037,0.2297421246767044
1782832154112088300,0.12008837890625,0.6446581482887268,-0.09211607277393341,0.13319529592990875
1782832154122017300,0.130017333984375,0.6567555069923401,-0.08787764608860016,0.024268820881843567
1782832154131946200,0.1399462890625,0.6846567392349243,-0.06886769086122513,-0.06954050064086914
1782832154141874400,0.14987451171875,0.7041268348693848,-0.05744726210832596,-0.1169479563832283
1782832154151803400,0.159803466796875,0.7045643329620361,-0.0704139769077301,-0.12780752778053284
1782832154161732400,0.169732421875,0.6997738480567932,-0.08515270054340363,-0.10110055655241013
1782832154171661300,0.179661376953125,0.6904860734939575,-0.08786308020353317,-0.06485690921545029
1782832154181590300,0.18959033203125,0.6729928255081177,-0.06757111847400665,-0.024362478405237198
1782832154191518200,0.199518310546875,0.6553022861480713,-0.02949422597885132,0.008905821479856968
1782832154201447400,0.209447509765625,0.6465277075767517,-0.022613149136304855,0.04583774134516716
1782832154211376400,0.21937646484375,0.6525933742523193,-0.05618201941251755,0.08823329955339432
1782832154221305300,0.229305419921875,0.654626190662384,-0.11860385537147522,0.13481545448303223
1782832154231233300,0.2392333984375,0.6419042348861694,-0.16998104751110077,0.1859598159790039
1782832154241162200,0.249162353515625,0.6148220300674438,-0.20999184250831604,0.21956172585487366
1782832154251091500,0.259091552734375,0.5925532579421997,-0.24734507501125336,0.2239503264427185
1782832154261020400,0.2690205078125,0.5829988718032837,-0.2589801549911499,0.1899782419204712
1782832154270948400,0.2789482421875,0.5834378004074097,-0.25091323256492615,0.13321825861930847
1782832154280877300,0.288877197265625,0.5832766890525818,-0.2255764603614807,0.07111173868179321
1782832154290806300,0.29880615234375,0.5772724747657776,-0.18067529797554016,0.014213918708264828
1782832154300735500,0.308735595703125,0.5637694597244263,-0.11799672991037369,-0.015809493139386177
1782832154310663400,0.318663330078125,0.5354089736938477,-0.06022099778056145,-0.02902332693338394
1782832154320592400,0.32859228515625,0.5113811492919922,-0.023615049198269844,-0.03755662590265274
1782832154330521300,0.338521240234375,0.4930688142776489,0.0008498355746269226,-0.039080794900655746
1782832154340450600,0.348450439453125,0.4953617751598358,0.0048863887786865234,-0.035766225308179855
1782832154350378500,0.35837841796875,0.5039410591125488,0.022538572549819946,-0.012306168675422668
1782832154360307500,0.368307373046875,0.5086697936058044,0.05548986420035362,0.032833077013492584
1782832154370236400,0.378236328125,0.5206359624862671,0.09901760518550873,0.048272207379341125
1782832154380165400,0.388165283203125,0.5666617751121521,0.15057986974716187,0.02909504994750023
1782832154390093300,0.39809326171875,0.6342645883560181,0.17915239930152893,-0.005140543915331364
